Rank	MName	#males	FName	#females
363	Julio	818	Amiyah	889
364	Kellan	817	Finley	880
365	Keaton	812	Danna	876
366	Karson	810	Parker	872
367	Reed	808	Jane	867
368	Keith	805	Emely	866
369	Scott	801	Journey	866
370	Braydon	800	Angelica	864
371	Ali	799	Joselyn	863
372	Dustin	799	Scarlet	863
373	Trent	797	Anastasia	862
374	Walter	797	Sasha	858
375	Waylon	797	Charlie	856
376	Ismael	788	Yaretzi	855
377	Donald	786	Juliette	850
378	Phillip	775	Brynlee	845
379	Iker	773	Lia	845
380	Darius	764	Angelique	837
381	Esteban	763	Katelynn	837
382	Jaime	763	Nayeli	825
383	Landyn	761	Vivienne	825
384	Dexter	752	Annie	822
385	Matteo	751	Addisyn	821
386	Colten	747	Kaelyn	821
387	Emerson	736	Tiana	819
388	Phoenix	728	Kyra	817
389	King	727	Cali	811
390	Karter	725	Janelle	811
391	Izaiah	724	Aleah	809
392	Tate	724	Imani	806
393	Jerry	722	Caitlin	803
394	Albert	720	Jayleen	800
395	August	717	Julie	797
396	Larry	716	April	792
397	Payton	715	Julissa	791
398	Saul	715	Kailyn	791
399	Jay	711	Janiyah	790
400	Rocco	708	Alessandra	789
401	Jalen	707	Jazlyn	785
402	Enzo	706	Cassandra	779
403	Russell	706	Kaylie	779
404	Kolton	702	Madelynn	778
405	Philip	696	Baylee	777
406	Quentin	696	Monica	776
407	Leon	694	Adelaide	775
408	Mathew	690	Michaela	774
409	Gael	689	Itzel	772
410	Kade	688	Brylee	771
411	Tony	688	Kaylin	769
412	Gideon	686	Madisyn	769
413	Dennis	683	Aniya	766
414	Damon	681	Elle	765
415	Darren	681	Olive	763
416	Kason	676	Dulce	761
417	Walker	675	Jaelyn	757
418	Mitchell	667	Courtney	751
419	Jimmy	665	Brittany	748
420	Alberto	660	Madalyn	738
421	Alec	658	Kamila	736
422	Rodrigo	650	Tenley	736
423	River	643	Jasmin	735
424	Casey	642	Kiley	735
425	Issac	639	Holly	734
426	Amare	638	Talia	733
427	Brayan	637	Braelyn	732
428	Maverick	637	Cynthia	730
429	Mohamed	635	Helen	729
430	Yahir	635	Carolina	728
431	Moises	632	Anya	725
432	Arturo	630	Estrella	724
433	Knox	630	Hayley	724
434	Maximilian	630	Bristol	718
435	Davis	628	Jimena	715
436	Barrett	626	Rebekah	714
437	Gustavo	624	Jamie	713
438	Curtis	623	Harley	712
439	Hugo	617	Charlee	708
440	Reece	615	Cameron	706
441	Chandler	614	Lacey	706
442	Jamari	614	Jaliyah	703
443	Abram	613	Sarai	701
444	Mauricio	609	Caylee	695
445	Solomon	607	Dayana	692
446	Uriel	604	Kennedi	692
447	Kamden	603	Tatiana	689
448	Archer	602	Serena	681
449	Bryant	602	Eloise	679
450	Porter	601	Daphne	673
451	Zackary	597	Mckinley	673
452	Ryland	594	Mikaela	673
453	Adriel	592	Celeste	668
454	Lawrence	591	Hanna	666
455	Noel	587	Lucille	665
456	Ricky	587	Nylah	652
457	Ronan	583	Skyler	652
458	Leonel	581	Camilla	648
459	Alijah	580	Lilian	646
460	Chris	580	Lindsey	646
461	Khalil	579	Sage	646
462	Maurice	578	Danica	644
463	Zachariah	578	Lillie	642
464	Atticus	577	Viviana	642
465	Brenden	576	Liana	641
466	Ibrahim	575	Melany	638
467	Bruce	574	Aileen	633
468	Dane	574	Kadence	631
469	Lance	574	Bridget	630
470	Orion	572	June	630
471	Marvin	571	Zariah	630
472	Cullen	568	Lilyana	626
473	Pierce	564	Lexie	624
474	Kieran	562	Anabelle	623
475	Braeden	561	Erica	622
476	Nikolas	560	Skye	622
477	Kobe	553	Alyson	620
478	Finnegan	550	Anaya	620
479	Remington	550	Gracelyn	620
480	Prince	549	Paola	620
481	Muhammad	545	Angie	619
482	Orlando	544	Elsie	617
483	Sam	544	Kiera	616
484	Mekhi	543	Myla	611
485	Alfredo	542	Priscilla	610
486	Jacoby	540	Aylin	608
487	Rhys	539	Lana	608
488	Eddie	537	Natasha	605
489	Zaiden	534	Kassidy	603
490	Jonas	533	Miracle	603
491	Joe	532	Nia	600
492	Kristopher	532	Kali	599
493	Ernesto	531	Kenley	599
494	Nico	529	Ada	598
495	Gary	526	Dylan	598
496	Jamison	524	Raelynn	596
497	Malcolm	523	Francesca	594
498	Warren	521	Briella	592
499	Johan	520	Emilee	590
500	Giovani	519	Amira	587
501	Gunnar	519	Arielle	586
502	Armani	518	Lorelei	585
503	Franklin	518	Madyson	584
504	Ramon	517	Joy	583
505	Byron	511	Annika	580
506	Cason	511	Jaelynn	580
507	Kane	511	Alanna	578
508	Ari	509	Nataly	578
509	Brett	509	Brenna	576
510	Finley	507	Sloane	576
511	Cyrus	505	Shayla	574
512	Deandre	505	Vera	573
513	Douglas	503	Amari	571
514	Justice	502	Lauryn	570
515	Gianni	499	Abbigail	568
516	Moses	499	Jaycee	567
517	Talon	499	Skyla	563
518	Camron	494	Whitney	563
519	Cannon	492	Aspen	561
520	Kendrick	492	Johanna	561
521	Nash	492	Jaylah	558
522	Dorian	488	Laney	557
523	Sullivan	487	Nathalie	556
524	Arjun	485	Ciara	552
525	Dominik	481	Logan	551
526	Kasen	480	Justice	548
527	Quinton	478	Leighton	548
528	Royce	478	Marlee	548
529	Ahmed	477	Brinley	547
530	Korbin	477	Kayden	547
531	Salvador	477	Brenda	545
532	Roger	476	Erika	544
533	Brodie	475	Lainey	543
534	Morgan	475	Rowan	543
535	Skylar	475	Teresa	543
536	Terry	475	Elisa	541
537	Raiden	474	Janiya	538
538	Isaias	473	Annabel	537
539	Tobias	473	Dahlia	537
540	Moshe	472	Nancy	537
541	Conor	471	Kaliyah	536
542	Frederick	470	Lizbeth	536
543	Madden	470	Aleena	535
544	Reese	470	Farrah	533
545	Braiden	468	Marilyn	532
546	Asa	464	Rosalie	532
547	Kelvin	463	Eve	531
548	Julien	462	Emmalyn	530
549	Wade	462	Jaylynn	530
550	Kristian	461	Madilynn	530
551	Xzavier	461	Anahi	529
552	Alvin	460	Sylvia	529
553	Davion	460	Annalise	528
554	Nickolas	460	Bailee	528
555	Rodney	460	Averie	527
556	Boston	456	Lea	525
557	Ezequiel	455	Samara	524
558	Nasir	455	Regina	523
559	Nelson	454	Zoie	523
560	Alonzo	453	Yareli	522
561	Jase	452	Amani	519
562	London	451	Hailee	519
563	Jermaine	447	Evelynn	515
564	Rhett	447	Arely	513
565	Mohammed	446	Luciana	513
566	Roy	443	Natalee	513
567	Matias	442	Haven	512
568	Ace	438	Liberty	511
569	Blaine	438	Anika	510
570	Keagan	438	Gwendolyn	510
571	Chad	437	Giana	509
572	Marc	437	Gloria	509
573	Trace	437	Jazlynn	508
574	Aarav	436	Virginia	507
575	Bently	435	Ryan	506
576	Rohan	435	Marisol	505
577	Aldo	434	Selah	505
578	Nathanael	433	Myah	501
579	Uriah	433	Elsa	499
580	Demetrius	432	Melina	498
581	Kamari	432	Adelynn	495
582	Lawson	432	Aryanna	494
583	Layne	431	Sariah	494
584	Carmelo	430	Kaylynn	492
585	Jamarion	429	Raelyn	492
586	Shaun	427	Helena	491
587	Terrance	426	Miah	491
588	Ahmad	425	Amara	490
589	Carl	424	Jaylee	489
590	Kale	424	Maeve	489
591	Jaydon	421	Linda	488
592	Micheal	421	Raven	488
593	Noe	421	Anne	485
594	Callen	420	Desiree	484
595	Jaxen	420	Madalynn	480
596	Lucian	418	Marie	480
597	Jaxton	415	Clarissa	479
598	Quincy	414	Elyse	478
599	Rory	413	Kaia	477
600	Javon	410	Meredith	477
601	Kendall	408	Hallie	476
602	Kian	408	Danika	475
603	Wilson	408	Elisabeth	475
604	Guillermo	407	Alissa	474
605	Jeffery	407	Anabella	474
606	Joey	405	Siena	474
607	Harper	402	Claudia	473
608	Jensen	399	Denise	473
609	Mohammad	398	Cara	472
610	Billy	395	Kimora	472
611	Dayton	394	Zion	472
612	Jonathon	394	Ansley	470
613	Jadiel	390	Maleah	470
614	Willie	390	Milan	470
615	Jadon	389	Sandra	470
616	Clark	385	Dana	469
617	Francis	385	Marina	469
618	Melvin	385	Halle	467
619	Rex	384	Saniyah	466
620	Kash	381	Harlow	465
621	Malakai	381	Rosa	465
622	Terrell	380	Casey	464
623	Ariel	379	Kassandra	463
624	Cristopher	376	Shiloh	463
625	Layton	376	Adele	461
626	Sylas	376	Charley	461
627	Semaj	372	Tori	458
628	Gerald	371	Kiana	454
629	Lewis	370	Ariella	452
630	Aron	369	Kathleen	451
631	Kody	369	Isis	448
632	Messiah	369	Janessa	448
633	Tomas	369	Aisha	447
634	Tommy	368	Jaylene	447
635	Triston	368	Raquel	447
636	Marlon	367	Amya	446
637	Bentlee	366	Joslyn	446
638	Aidyn	364	Karlee	446
639	Alessandro	364	Ayanna	445
640	Isiah	364	Lylah	445
641	Nikolai	364	Zara	445
642	Harley	363	Cindy	444
643	Jagger	363	Evie	444
644	Kylan	363	Perla	444
645	Luciano	363	Phoenix	443
646	Omari	363	Simone	443
647	Sincere	363	Catalina	440
648	Cory	362	Bria	439
649	Rene	362	Lilianna	439
650	Terrence	361	Kristina	437
651	Reginald	359	Mollie	436
652	Urijah	359	Rosemary	436
653	Beckham	358	Briley	435
654	Deacon	358	Cecelia	433
655	Felipe	358	Lindsay	433
656	Neil	358	Aliya	432
657	Daxton	357	Asia	432
658	Jordyn	357	Kourtney	429
659	Tristian	357	Kristen	429
660	Ulises	357	Elin	428
661	Will	357	Yasmin	428
662	Aydin	356	Patricia	427
663	Kayson	356	Aiyana	426
664	Osvaldo	356	Isabela	426
665	Santino	356	Felicity	425
666	Giovanny	355	Alani	424
667	Makai	355	Amiya	424
668	Raphael	354	Kailee	423
669	Case	352	Adrienne	422
670	Channing	352	Ember	422
671	Kole	352	Mariyah	422
672	Lee	351	Aliana	419
673	Tripp	351	Ally	419
674	Allan	350	Mariam	419
675	Jamal	348	Tabitha	417
676	Stanley	348	Bryanna	416
677	Alonso	347	Wendy	415
678	Soren	347	Clare	414
679	Jon	346	Noemi	414
680	Jorden	346	Karsyn	412
681	Aydan	345	Maia	412
682	Bobby	344	Sidney	412
683	Camren	344	Aimee	411
684	Davin	344	Greta	410
685	Ray	344	Laylah	410
686	Jasiah	343	Gracelynn	409
687	Aryan	342	Jayde	407
688	Ben	342	Jessie	407
689	Markus	342	Kallie	407
690	Darrell	338	Leanna	407
691	Hank	336	Kaleigh	406
692	Branden	335	Lesly	404
693	Mathias	335	Irene	403
694	Adonis	334	Paityn	403
695	Darian	333	Amelie	400
696	Jessie	332	Ellen	400
697	Marquis	331	Elaine	399
698	Vicente	330	Iliana	399
699	Raylan	329	Lillianna	398
700	Zayne	329	Rylan	398
701	Kenny	327	Taryn	398
702	Jefferson	325	Beatrice	396
703	Kolby	325	Lisa	395
704	Leonard	325	Emersyn	394
705	Wayne	325	Lailah	394
706	Harry	324	Shannon	394
707	Steve	324	Chaya	393
708	Zechariah	323	Braelynn	391
709	Adrien	322	Heather	391
710	Ayaan	322	Janae	390
711	Dax	322	Jaylin	390
712	Emery	322	Ali	388
713	Rashad	320	Taliyah	388
714	Ronnie	320	Arya	387
715	Dwayne	319	Emilie	386
716	Samir	319	Destinee	385
717	Yusuf	319	Jaida	385
718	Tristin	316	Journee	385
719	Clay	315	Cherish	384
720	Memphis	315	Sawyer	384
721	Benson	314	Emmalee	383
722	Bowen	314	Kaya	383
723	Lamar	314	Elianna	382
724	Odin	314	Charli	381
725	Javion	313	Armani	380
726	Maxim	313	Ivanna	380
727	Tatum	313	Jocelynn	380
728	Ellis	312	Rihanna	380
729	Alexzander	311	Alia	378
730	Elisha	310	Christine	378
731	Rudy	310	Reyna	378
732	Branson	309	Kaitlynn	377
733	Draven	309	Zaniyah	377
734	Rayan	308	Leyla	375
735	Rylee	308	Meghan	375
736	Zain	308	Mckayla	374
737	Brendon	307	Raina	374
738	Crosby	306	Macey	373
739	Sterling	306	Celia	372
740	Brennen	305	Alayah	371
741	Deshawn	305	Carolyn	371
742	Jerome	305	Kynlee	370
743	Kareem	305	Bryn	369
744	Kyson	305	Eileen	369
745	Winston	305	Alena	368
746	Jairo	304	Carla	368
747	Luka	303	Carlee	368
748	Lennon	302	Jolie	368
749	Roland	302	Emelia	366
750	Zavier	302	Keyla	366
751	Niko	301	Saniya	366
752	Yosef	301	Livia	365
753	Vance	300	Amina	364
754	Cedric	299	Krystal	364
755	Chaim	299	Zaria	363
756	Kymani	299	Angeline	362
757	Trevon	299	Martha	362
758	Gauge	297	Mercedes	362
759	Kaeden	296	Barbara	361
760	Killian	296	Jenny	361
761	Vincenzo	296	Paulina	361
762	Teagan	295	Renata	361
763	Abdullah	293	Diamond	360
764	Bo	293	Alisha	356
765	Hamza	293	Aviana	356
766	Kolten	293	Ayleen	356
767	Valentino	293	Jaqueline	354
768	Augustus	292	Maryam	353
769	Edison	292	Susan	353
770	Darwin	291	Matilda	352
771	Gavyn	291	Edith	351
772	Matthias	291	Giada	351
773	Jaylin	290	Julianne	351
774	Jovani	290	Kaylyn	351
775	Toby	290	Sonia	351
776	Davian	289	Audriana	350
777	Jamir	289	Emmy	350
778	Damion	288	Tegan	350
779	Hayes	288	Charleigh	349
780	Rogelio	288	Leia	349
781	Brogan	287	Frances	348
782	Brent	286	Haleigh	347
783	Landry	286	Mira	347
784	Emmitt	284	Kendal	346
785	Kamron	284	Nathaly	346
786	Bronson	283	Giovanna	345
787	Misael	283	Jordynn	345
788	Van	283	Amirah	344
789	Casen	282	Addilyn	342
790	Junior	282	Hadassah	342
791	Lionel	282	Kaitlin	342
792	Giancarlo	280	Myra	342
793	Yandel	280	Kyndall	341
794	Alfonso	279	Samiyah	341
795	Deangelo	276	Corinne	340
796	Jamie	276	Abbie	339
797	Rolando	276	Kaiya	339
798	Abdiel	275	Taraji	339
799	Conrad	275	Jazmyn	338
800	Duncan	275	Lorelai	338
801	Aaden	274	Braylee	337
802	Ishaan	274	Mae	337
803	Ronin	274	Abril	335
804	Maximo	273	Pearl	335
805	Cael	272	Rayne	335
806	Tyrone	272	Kenya	334
